Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
2002-03,Boston University,H-East,40,4,12,16,12,--,,,,,,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Boston University,H-East,23,2,4,6,53,--,,,,,,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Boston University,H-East,40,1,0,1,32,--,,,,,,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Boston University,H-East,27,1,5,6,34,--,,,,,,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Syracuse Crunch,AHL,4,0,0,0,6,-3,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Dayton Bombers,ECHL,7,0,1,1,4,-1,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Syracuse Crunch,AHL,46,3,9,12,42,16,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Syracuse Crunch,AHL,13,1,2,3,10,4,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Elmira Jackals,ECHL,21,0,4,4,21,5,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Plzen HC,Czech,13,1,2,3,14,6,4,0,0,0,2,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Plzen HC,Czech,41,3,2,5,49,-1,12,0,1,1,37,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Riga Dynamo,KHL,35,1,2,3,86,-1,7,0,1,1,10,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Riga Dynamo,KHL,47,0,5,5,58,2,8,0,1,1,10,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Riga Dynamo,KHL,46,2,1,3,35,-5,,,,,,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Riga Dynamo,KHL,24,2,0,2,22,-2,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,MODO Hockey Ornskoldsvik,SweHL,4,0,0,0,2,2,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Riga Dynamo,KHL,12,0,0,0,10,3,7,0,0,0,4,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Karlovy Vary HC,Czech,50,1,7,8,69,-7,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Chomutov Pirati,Czech,11,0,1,1,6,-2,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Karlovy Vary HC,Czech,21,0,2,2,14,-3,--,--,--,--,--,Jekabs Redlihs,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Farjestads Jr.,Swe-Jr,18,2,2,4,12,-10,,,,,,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Farjestads Jr.,Swe-Jr,21,2,6,8,32,11,,,,,,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Farjestads BK Karlstad,SEL,--,--,--,--,--,--,1,0,0,0,0,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Farjestads BK Karlstad,SEL,1,0,0,0,0,0,--,--,--,--,--,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Bofors IK,Swe-1,45,3,4,7,24,-9,,,,,,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Bofors IK,Swe-1,7,0,2,2,6,-1,,,,,,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Farjestads BK Karlstad,SEL,28,0,0,0,10,-1,--,--,--,--,--,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Bofors IK,Swe-1,18,3,3,6,18,10,,,,,,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Farjestads BK Karlstad,SEL,47,0,2,2,12,-5,15,0,0,0,2,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Bofors IK,Swe-1,11,1,1,2,24,1,,,,,,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Farjestads BK Karlstad,SEL,49,4,9,13,62,8,18,2,1,3,16,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Farjestads BK Karlstad,SEL,35,3,5,8,44,-1,9,1,0,1,12,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Timra IK,SEL,54,2,6,8,68,-2,11,1,4,5,16,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Timra IK,SEL,51,0,6,6,60,-8,7,0,0,0,12,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Lulea HF,SEL,36,1,2,3,18,6,--,--,--,--,--,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Lulea HF,SEL,53,0,3,3,24,-2,13,1,1,2,10,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Lulea HF,SEL,46,2,3,5,24,-3,,,,,,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Lulea HF,SEL,49,2,8,10,24,25,13,0,0,0,4,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Lulea HF,SweHL,41,0,3,3,18,-2,--,--,--,--,--,Robin Jonsson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Farjestads Jr.,Swe-Jr,18,2,2,4,12,-10,,,,,,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Farjestads Jr.,Swe-Jr,21,2,6,8,32,11,,,,,,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Farjestads BK Karlstad,SEL,--,--,--,--,--,--,1,0,0,0,0,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Farjestads BK Karlstad,SEL,1,0,0,0,0,0,--,--,--,--,--,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Bofors IK,Swe-1,45,3,4,7,24,-9,,,,,,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Bofors IK,Swe-1,7,0,2,2,6,-1,,,,,,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Farjestads BK Karlstad,SEL,28,0,0,0,10,-1,--,--,--,--,--,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Bofors IK,Swe-1,18,3,3,6,18,10,,,,,,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Farjestads BK Karlstad,SEL,47,0,2,2,12,-5,15,0,0,0,2,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Bofors IK,Swe-1,11,1,1,2,24,1,,,,,,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Farjestads BK Karlstad,SEL,49,4,9,13,62,8,18,2,1,3,16,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Farjestads BK Karlstad,SEL,35,3,5,8,44,-1,9,1,0,1,12,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Timra IK,SEL,54,2,6,8,68,-2,11,1,4,5,16,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Timra IK,SEL,51,0,6,6,60,-8,7,0,0,0,12,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Lulea HF,SEL,36,1,2,3,18,6,--,--,--,--,--,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Lulea HF,SEL,53,0,3,3,24,-2,13,1,1,2,10,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Lulea HF,SEL,46,2,3,5,24,-3,,,,,,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Lulea HF,SEL,49,2,8,10,24,25,13,0,0,0,4,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Lulea HF,SweHL,41,0,3,3,18,-2,--,--,--,--,--,Robin Jonsson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Omaha Lancers,USHL,27,NA,3,NA,27,NA,2,NA,0,NA,0,Marty Magers,Goalie,1502,58,1,3,2.32,16,5,3,587,0.910,NA
2001-02,Omaha Lancers,USHL,30,NA,3,NA,12,NA,5,NA,0,NA,0,Marty Magers,Goalie,1780,48,3,10,1.62,21,6,2,608,0.927,NA
2002-03,Owen Sound Attack,OHL,26,NA,0,NA,4,NA,-,NA,-,NA,-,Marty Magers,Goalie,1394,94,0,0,4.05,6,15,2,712,0.883,NA
2002-03,Sudbury Wolves,OHL,13,NA,0,NA,4,NA,-,NA,-,NA,-,Marty Magers,Goalie,645,46,0,0,4.28,1,10,1,310,0.871,NA
2003-04,River City Lancers,USHL,29,NA,1,NA,18,NA,1,NA,0,NA,0,Marty Magers,Goalie,1667,76,0,1,2.73,13,11,5,771,0.910,NA
2004-05,Rockford IceHogs,UHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Marty Magers,Goalie,7,0,0,0,0.00,,,,4,1.000,NA
2005-06,Roanoke Valley Vipers,UHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Marty Magers,Goalie,33,4,0,0,7.14,,,,11,0.733,NA
2005-06,Bakersfield Condors,ECHL,11,NA,0,NA,0,NA,4,NA,0,NA,0,Marty Magers,Goalie,575,21,0,1,2.19,8,1,0,287,0.932,NA
2006-07,Chicago Hounds,UHL,49,NA,1,NA,21,NA,5,NA,0,NA,2,Marty Magers,Goalie,2751,150,0,2,3.27,20,23,2,1518,0.910,NA
2007-08,Port Huron Icehawks,IHL,35,NA,0,NA,29,NA,2,NA,0,NA,0,Marty Magers,Goalie,1871,90,0,1,2.89,14,11,3,845,0.904,NA
2008-09,Rocky Mountain Rage,CHL,31,NA,5,NA,44,NA,1,NA,0,NA,0,Marty Magers,Goalie,1738,82,0,2,2.83,14,12,2,815,0.909,NA
2009-10,Tulsa Oilers,CHL,22,NA,2,NA,6,NA,-,NA,-,NA,-,Marty Magers,Goalie,1146,67,0,0,3.51,3,13,4,631,0.904,NA
2000-01,Havirov Femax HC,Czech,4,0,0,0,4,-3,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Havirov Femax HC,Czech,14,0,1,1,10,2,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Portland Winter Hawks,WHL,36,3,6,9,38,-7,7,0,2,2,0,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,St. John's Maple Leafs,AHL,11,0,1,1,2,-2,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Memphis Riverkings,CHL,42,8,7,15,57,1,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,St. John's Maple Leafs,AHL,1,0,0,0,2,-1,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Pensacola Ice Pilots,ECHL,50,3,9,12,32,8,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Louisiana IceGators,ECHL,8,0,4,4,4,-3,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Pensacola Ice Pilots,ECHL,38,3,8,11,32,-8,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Toronto Marlies,AHL,24,2,4,6,33,6,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Zilina HK-SKP,Slovak,34,1,7,8,30,-25,,,,,,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Znojemsti Excalibur Orli,Czech,4,0,0,0,2,0,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Slavia Praha HC,Czech,8,0,0,0,12,-3,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Poprad HK SKP,Slovak,53,6,9,15,64,16,,,,,,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Zilina HK-SKP,Slovak,58,8,17,25,34,-2,,,,,,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Zilina HK-SKP,Slovak,45,4,11,15,50,-5,,,,,,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Lausitzer Foxes,2.GBun,28,5,3,8,60,--,--,--,--,--,--,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Trencin Dukla,Slovak,25,2,1,3,26,-8,,,,,,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Fassa HC,Italy-A,42,6,13,19,40,--,4,1,0,1,4,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Fassa HC,Italy-A,44,11,12,23,48,--,4,0,3,3,6,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Fassa HC,Italy-A,16,2,7,9,18,--,3,0,0,0,4,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Dundee Stars,EIHL,38,5,11,16,18,--,,,,,,David Turon,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Vsetin HC,Czech,1,0,0,0,0,0,--,--,--,--,--,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Vancouver Giants,WHL,35,5,10,15,18,-13,--,--,--,--,--,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Vancouver Giants,WHL,71,13,29,42,73,-21,4,0,1,1,0,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Regina Pats,WHL,36,6,12,18,27,-5,4,1,0,1,6,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Vsetin HC,Czech,8,0,0,0,4,-5,--,--,--,--,--,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Vsetin HC,Czech,37,7,3,10,16,-7,--,--,--,--,--,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Zlin ZPS HC,Czech,32,1,0,1,45,-6,--,--,--,--,--,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Zlin ZPS HC,Czech,28,1,3,4,22,0,5,0,1,1,6,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Liptovsky Mikulas HK,Slovak,51,15,16,31,79,12,,,,,,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Eindhoven Kemphanen,Hlnd,29,15,24,39,55,--,,,,,,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Zvolen HKm,Slovak,57,12,22,34,48,3,,,,,,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Manchester Phoenix,EPL,52,36,42,78,30,--,,,,,,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Manchester Phoenix,EPL,48,29,45,74,89,--,,,,,,Robin Kovar,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Moose Jaw Warriors,WHL,67,4,3,7,88,1,12,0,1,1,6,Lane Manson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Moose Jaw Warriors,WHL,66,0,5,5,192,0,13,0,0,0,12,Lane Manson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Moose Jaw Warriors,WHL,72,3,9,12,253,27,10,0,2,2,18,Lane Manson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Gwinnett Gladiators,ECHL,71,5,12,17,127,12,8,0,3,3,20,Lane Manson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Gwinnett Gladiators,ECHL,66,2,7,9,169,13,9,0,0,0,39,Lane Manson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Dayton Bombers,ECHL,67,0,10,10,166,7,22,0,3,3,34,Lane Manson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Malmo Jr.,Swe-Jr,19,0,1,1,12,-5,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Malmo Jr.,Swe-Jr,36,1,4,5,70,-5,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Malmo Jr.,Swe-Jr,22,7,12,19,36,8,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Malmo IF,SEL,21,0,0,0,6,-3,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Malmo Jr.,Swe-Jr,16,4,5,9,6,10,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Malmo IF,SEL,27,1,0,1,6,-2,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Malmo Jr.,Swe-Jr,4,0,0,0,41,-1,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Malmo IF,SEL,31,0,0,0,6,-3,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Morrums GoIS IK,Swe-1,21,0,3,3,10,-4,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Malmo Redhawks,Swe-1,33,4,4,8,51,25,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Malmo IF,SEL,46,2,3,5,59,-14,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Malmo Jr.,Swe-Jr,4,4,2,6,14,2,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Malmo Redhawks,Swe-1,41,11,9,20,28,21,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Malmo Redhawks,Swe-1,27,4,5,9,18,-4,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,HV71 Jonkoping,SEL,7,0,2,2,0,3,15,0,0,0,2,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,HV71 Jonkoping,SEL,29,0,2,2,6,-10,10,0,2,2,4,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,HV71 Jr.,Swe-Jr,1,0,1,1,0,1,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,HV71 Jonkoping,SEL,40,0,2,2,12,7,4,0,0,0,2,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Lukko Rauma,SM-liiga,12,0,0,0,2,-8,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Jesenice,Austria,11,1,6,7,6,0,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Malmo Redhawks,Swe-1,46,1,8,9,28,-1,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Malmo Redhawks,Swe-1,50,0,9,9,28,23,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Innsbruck HC,Austria,31,0,7,7,20,-5,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Malmo Redhawks,Swe-1,13,0,0,0,8,-4,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Malmo Redhawks,SweHL,19,0,0,0,2,-6,--,--,--,--,--,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Pantern IK,Swe-1,22,2,3,5,22,2,,,,,,Johan Bjork,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Omsk Avangard,Russia,1,0,0,0,0,--,2,0,0,0,0,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Omsk Avangard,Russia,1,0,0,0,2,--,,,,,,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Ufa Salavat Yulayev,Russia,8,1,0,1,4,--,,,,,,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Omsk Avangard,Russia,5,0,0,0,6,--,,,,,,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Chelyabinsk Mechel,Russia,6,1,2,3,2,--,,,,,,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Tolyatti Lada,Russia,19,2,4,6,18,--,,,,,,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Omsk Avangard,Russia,6,0,1,1,2,-1,--,--,--,--,--,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Ufa Salavat Yulayev,Russia,11,2,2,4,0,1,--,--,--,--,--,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,CSKA Moscow,Russia,14,4,1,5,10,0,--,--,--,--,--,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Omsk Avangard,Russia,51,6,10,16,50,--,11,2,2,4,6,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Omsk Avangard,Russia,20,3,2,5,16,--,--,--,--,--,--,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Moscow Dynamo,Russia,19,0,3,3,10,--,--,--,--,--,--,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,St. Petersburg SKA,Russia,12,1,2,3,18,--,3,0,0,0,2,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Khabarovsk Amur,Russia,7,0,1,1,16,--,--,--,--,--,--,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Novokuznetsk Metallurg,Russia,21,2,2,4,28,--,3,3,1,4,0,Konstantin Baranov,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Green Bay Gamblers,USHL,54,2,11,13,70,--,4,1,1,2,6,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Green Bay Gamblers,USHL,56,4,11,15,150,--,7,3,3,6,10,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Ohio State University,CCHA,42,2,9,11,75,10,,,,,,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Ohio State University,CCHA,29,2,15,17,92,13,,,,,,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Ohio State University,CCHA,41,2,12,14,136,--,,,,,,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Ohio State University,CCHA,39,0,11,11,87,--,,,,,,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Philadelphia Phantoms,AHL,68,3,9,12,92,-11,--,--,--,--,--,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Philadelphia Flyers,NHL,9,0,2,2,4,0,--,--,--,--,--,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Philadelphia Flyers,NHL,2,0,0,0,2,2,--,--,--,--,--,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Philadelphia Phantoms,AHL,77,4,13,17,146,6,12,0,1,1,18,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Philadelphia Phantoms,AHL,62,0,14,14,95,14,4,0,0,0,10,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Philadelphia Flyers,NHL,1,0,0,0,0,0,--,--,--,--,--,Nate Guenin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
