Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
2007-08,Norfolk Admirals,AHL,55,3,8,11,54,12,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Tampa Bay Lightning,NHL,2,0,0,0,0,-1,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Portland Pirates,AHL,20,3,6,9,30,9,18,1,0,1,7,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Lowell Devils,AHL,24,2,4,6,29,2,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,New Jersey Devils,NHL,24,0,1,1,21,0,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Lowell Devils,AHL,12,0,3,3,10,-2,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Montreal Canadiens,NHL,7,0,0,0,5,0,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,San Jose Sharks,NHL,28,1,1,2,20,3,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Worcester Sharks,AHL,50,1,4,5,45,-4,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Albany Devils,AHL,16,1,3,4,8,4,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,New Jersey Devils,NHL,7,0,0,0,7,0,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Albany Devils,AHL,21,0,2,2,12,-10,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Albany Devils,AHL,60,4,10,14,63,9,--,--,--,--,--,Jay Leach,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-95,King's Americans,AFHL,0,NA,0,NA,0,NA,,NA,,NA,,Josh Blackburn,Goalie,,,,,,,,,,
1995-96,Dubuque Fighting Saints,USHL,32,NA,0,NA,0,NA,,NA,,NA,,Josh Blackburn,Goalie,,,,,,,,,,
1996-97,Dubuque Fighting Saints,USHL,52,NA,1,NA,4,NA,-,NA,-,NA,-,Josh Blackburn,Goalie,2980,185,1,1,3.72,15,32,3,1565,0.894
1997-98,Dubuque Fighting Saints,USHL,28,NA,1,NA,4,NA,-,NA,-,NA,-,Josh Blackburn,Goalie,1605,94,1,0,3.51,11,15,1,906,0.906
1997-98,Lincoln Stars,USHL,17,NA,1,NA,0,NA,9,NA,0,NA,2,Josh Blackburn,Goalie,1004,41,1,1,2.45,13,4,0,494,0.923
1998-99,U. of Michigan,CCHA,41,NA,3,NA,0,NA,,NA,,NA,,Josh Blackburn,Goalie,2398,91,0,3,2.28,25,10,6,870,0.905
1999-00,U. of Michigan,CCHA,20,NA,2,NA,6,NA,,NA,,NA,,Josh Blackburn,Goalie,1205,46,0,1,2.29,13,3,4,,
2000-01,U. of Michigan,CCHA,45,NA,5,NA,6,NA,,NA,,NA,,Josh Blackburn,Goalie,2647,101,0,0,2.29,26,13,5,963,0.905
2001-02,U. of Michigan,CCHA,43,NA,0,NA,6,NA,,NA,,NA,,Josh Blackburn,Goalie,2568,96,0,0,2.24,27,11,5,911,0.905
2002-03,Augusta Lynx,ECHL,6,NA,0,NA,0,NA,-,NA,-,NA,-,Josh Blackburn,Goalie,210,21,0,0,6.01,0,4,0,92,0.814
2002-03,Columbia Inferno,ECHL,33,NA,1,NA,2,NA,3,NA,0,NA,0,Josh Blackburn,Goalie,1927,96,1,2,2.99,19,11,2,886,0.902
2003-04,Columbia Inferno,ECHL,49,NA,1,NA,6,NA,-,NA,-,NA,-,Josh Blackburn,Goalie,2730,125,5,4,2.75,26,11,5,1232,0.908
1992-93,Plzen,Czech.,16,1,3,4,0,--,,,,,,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,Plzen HC,Czech,38,2,12,14,0,--,,,,,,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-95,Plzen HC,Czech,41,5,8,13,0,-13,,,,,,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Plzen HC,Czech,40,3,10,13,42,--,3,0,1,1,4,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Plzen HC,Czech,52,9,29,38,44,-23,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Farjestads BK Karlstad,SEL,45,10,16,26,63,--,12,2,6,8,14,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Florida Panthers,NHL,63,3,12,15,28,15,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,New Haven Beast,AHL,14,4,8,12,15,-1,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Florida Panthers,NHL,82,10,26,36,53,7,4,0,0,0,0,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Florida Panthers,NHL,12,2,1,3,8,-4,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Chicago Blackhawks,NHL,50,5,18,23,20,7,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Chicago Blackhawks,NHL,60,3,10,13,29,5,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Columbus Blue Jackets,NHL,14,2,3,5,24,-9,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Columbus Blue Jackets,NHL,81,9,36,45,70,-23,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Columbus Blue Jackets,NHL,58,5,17,22,45,-13,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Plzen HC,Czech,30,3,8,11,26,-9,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Slavia Praha HC,Czech,17,4,9,13,29,12,7,0,2,2,8,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Chicago Blackhawks,NHL,45,7,17,24,72,8,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Edmonton Oilers,NHL,31,5,14,19,24,3,24,3,11,14,24,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Buffalo Sabres,NHL,65,5,16,21,62,20,16,0,0,0,10,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Buffalo Sabres,NHL,60,9,23,32,42,7,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Buffalo Sabres,NHL,80,8,37,45,38,2,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Montreal Canadiens,NHL,74,3,18,21,50,9,10,1,3,4,6,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Montreal Canadiens,NHL,59,1,15,16,45,9,7,0,0,0,4,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Montreal Canadiens,NHL,12,0,3,3,2,2,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Carolina Hurricanes,NHL,34,5,7,12,6,4,--,--,--,--,--,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Plzen HC,Czech,--,--,--,--,--,--,3,0,1,1,0,Jaroslav Spacek,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Seattle Thunderbirds,WHL,1,0,0,0,0,--,5,0,0,0,6,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Lloydminster Blazers,AJHL,54,10,17,27,120,--,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Seattle Thunderbirds,WHL,68,19,13,32,115,14,11,6,6,12,24,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Portland Pirates,AHL,9,0,0,0,14,-1,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Hampton Roads Admirals,ECHL,58,7,4,11,62,-2,8,1,0,1,15,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Richmond Renegades,ECHL,65,19,18,37,117,4,4,0,0,0,34,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Portland Pirates,AHL,3,0,0,0,0,0,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Portland Pirates,AHL,8,1,0,1,2,1,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Richmond Renegades,ECHL,55,13,21,34,111,-4,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Philadelphia Phantoms,AHL,64,6,6,12,169,-5,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Philadelphia Flyers,NHL,1,0,0,0,0,0,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,New York Rangers,NHL,1,0,0,0,0,0,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Philadelphia Phantoms,AHL,18,1,5,6,29,-4,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Trenton Titans,ECHL,1,1,0,1,0,0,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Utah Grizzlies,AHL,26,3,6,9,74,3,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Klagenfurt AC,Austria,39,16,18,34,156,18,12,6,1,7,44,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Klagenfurt AC,Austria,42,13,32,45,206,7,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Leksands IF,Swe-1,39,12,19,31,164,18,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Lukko Rauma,SM-liiga,43,9,14,23,182,0,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Salzburg EC,Austria,21,4,10,14,38,3,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Salzburg EC,Austria,49,24,24,48,64,18,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Klagenfurt AC,Austria,7,1,1,2,16,0,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Chicago Wolves,AHL,36,3,10,13,38,1,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Klagenfurt AC,Austria,46,10,22,32,110,4,10,2,2,4,51,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Klagenfurt AC,Austria,33,3,15,18,123,--,13,5,3,8,19,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Klagenfurt AC,Austria,50,9,14,23,120,--,,,,,,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Klagenfurt AC,Austria,35,4,10,14,93,2,--,--,--,--,--,Mike Siklenka,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Yaroslavl Torpedo,Russia,5,0,0,0,0,--,--,--,--,--,--,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Yaroslavl Torpedo,Russia,28,2,5,7,16,--,,,,,,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Yaroslavl Lokomotiv,Russia,42,14,6,20,14,--,,,,,,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Yaroslavl Lokomotiv,Russia,47,13,11,24,10,--,,,,,,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Yaroslavl Lokomotiv,Russia,44,16,13,29,16,8,9,1,2,3,6,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Yaroslavl Lokomotiv,Russia,51,11,11,22,24,--,3,0,0,0,0,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Yaroslavl Lokomotiv,Russia,60,12,21,33,58,--,8,3,3,6,0,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Yaroslavl Lokomotiv,Russia,49,16,23,39,24,--,11,2,1,3,2,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,St. Petersburg SKA,Russia,52,14,13,27,61,--,2,0,1,1,2,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,St. Petersburg SKA,Russia,57,15,13,28,40,--,9,4,1,5,6,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,CSKA Moscow,KHL,55,12,21,33,36,9,8,2,1,3,2,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,St. Petersburg SKA,KHL,56,19,9,28,30,2,4,0,0,0,2,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,St. Petersburg SKA,KHL,53,12,24,36,28,4,11,3,2,5,2,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Magnitogorsk Metallurg,KHL,46,10,10,20,32,8,,,,,,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Khanty-Mansiysk Yugra,KHL,39,13,18,31,22,-4,--,--,--,--,--,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Yaroslavl Lokomotiv,KHL,25,3,5,8,24,-3,--,--,--,--,--,Anton But,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Oshawa Generals,OHL,59,8,13,21,13,--,18,1,5,6,2,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Oshawa Generals,OHL,66,25,42,67,39,--,7,3,1,4,2,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Oshawa Generals,OHL,68,33,62,95,57,18,15,9,11,20,15,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Oshawa Generals,OHL,59,34,53,87,74,3,5,1,2,3,4,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Saint John Flames,AHL,2,0,0,0,0,-1,--,--,--,--,--,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Mississippi Sea Wolves,ECHL,67,11,21,32,63,-12,--,--,--,--,--,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Springfield Falcons,AHL,1,0,0,0,0,0,--,--,--,--,--,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Mississippi Sea Wolves,ECHL,66,29,43,72,89,9,10,6,9,15,6,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Springfield Falcons,AHL,3,0,0,0,0,0,--,--,--,--,--,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Augusta Lynx,ECHL,18,4,3,7,25,-22,--,--,--,--,--,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Jackson Bandits,ECHL,49,14,28,42,61,17,1,1,1,2,0,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Mississippi Sea Wolves,ECHL,52,24,45,69,48,32,5,0,2,2,6,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Bridgeport Sound Tigers,AHL,12,3,2,5,8,0,--,--,--,--,--,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Ritten Renon,Italy-A,23,10,13,23,53,--,,,,,,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Storhamar Dragons,Norway,16,11,9,20,18,--,,,,,,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Regensburg EV,2.GBun,42,15,26,41,0,--,,,,,,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Regensburg EV,2.GBun,46,21,25,46,0,--,,,,,,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Val Pusteria HC,Italy-A,32,5,22,27,34,--,,,,,,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Rio Grande Valley Killer Bees,CHL,5,2,4,6,14,5,7,1,1,2,27,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Geleen Smoke Eaters,Hlnd,31,15,21,36,63,--,,,,,,Brent Gauvreau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Calgary Hitmen,WHL,24,0,0,0,10,--,--,--,--,--,--,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Calgary Hitmen,WHL,45,1,6,7,73,--,--,--,--,--,--,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Calgary Hitmen,WHL,70,3,12,15,204,--,17,0,0,0,36,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Calgary Hitmen,WHL,68,3,15,18,215,14,18,4,1,5,31,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Calgary Hitmen,WHL,3,0,2,2,27,2,--,--,--,--,--,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Kelowna Rockets,WHL,58,1,11,12,135,-14,5,0,1,1,10,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Toledo Storm,ECHL,64,0,2,2,143,-2,--,--,--,--,--,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,U. of Alberta,CWUAA,30,1,7,8,44,--,,,,,,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,U. of Alberta,CWUAA,15,0,2,2,12,--,,,,,,Curtis Rich,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Miami University (Ohio),CCHA,28,0,1,1,24,--,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Miami University (Ohio),CCHA,34,10,20,30,40,2,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Miami University (Ohio),CCHA,36,16,22,38,89,-2,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Miami University (Ohio),CCHA,37,13,19,32,52,6,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Trenton Titans,ECHL,41,20,21,41,64,9,--,--,--,--,--,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Hershey Bears,AHL,9,1,2,3,8,-1,--,--,--,--,--,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Portland Pirates,AHL,9,1,1,2,8,2,--,--,--,--,--,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Bridgeport Sound Tigers,AHL,14,2,2,4,2,4,20,3,4,7,4,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Providence Bruins,AHL,66,20,23,43,63,14,4,1,0,1,18,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Providence Bruins,AHL,55,14,16,30,37,3,2,0,0,0,0,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Boston Bruins,NHL,6,0,0,0,0,1,--,--,--,--,--,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Providence Bruins,AHL,38,1,14,15,18,2,17,4,6,10,20,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Boston Bruins,NHL,43,4,4,8,19,-2,--,--,--,--,--,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Providence Bruins,AHL,4,1,2,3,4,1,--,--,--,--,--,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Milwaukee Admirals,AHL,52,10,20,30,30,-6,3,1,1,2,2,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Nashville Predators,NHL,1,0,0,0,0,0,--,--,--,--,--,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Linz EHC,Austria,44,20,25,45,44,0,11,3,6,9,14,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Linz EHC,Austria,54,18,25,43,62,7,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Linz EHC,Austria,50,24,39,63,90,4,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Linz EHC,Austria,50,14,25,39,38,-1,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Linz EHC,Austria,37,12,24,36,46,18,13,1,6,7,6,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Linz EHC,Austria,43,24,26,50,16,--,13,3,3,6,14,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Linz EHC,Austria,42,17,16,33,10,--,,,,,,Pat Leahy,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-90,Dukla Jihlava,Czech.,5,1,2,3,0,--,,,,,,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-91,Olomouc HC,Czech.,42,11,13,24,26,--,,,,,,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-92,Olomouc HC,Czech.,38,22,19,41,0,--,,,,,,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-93,Olomouc HC,Czech.,28,12,17,29,0,--,,,,,,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-93,Berlin Polar Bears,1.GBun,11,7,8,15,49,--,,,,,,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,Berlin Polar Bears,1.GBun,42,23,21,44,52,--,,,,,,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,Olomouc HC,Czech,12,4,7,11,0,--,,,,,,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-95,Berlin Polar Bears,DEL,42,28,40,68,55,--,--,--,--,--,--,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Vsetin HC,Czech,38,19,20,39,20,--,13,9,11,20,10,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Vsetin HC,Czech,52,30,31,61,55,-23,10,7,4,11,22,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Vsetin HC,Czech,50,21,34,55,64,--,10,12,6,18,4,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Vsetin HC,Czech,50,19,32,51,43,--,12,1,6,7,0,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Vsetin HC,Czech,49,30,29,59,83,--,9,0,4,4,6,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Vsetin HC,Czech,46,19,31,50,53,94,14,8,13,21,18,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Philadelphia Flyers,NHL,52,11,16,27,8,9,--,--,--,--,--,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Edmonton Oilers,NHL,21,1,5,6,11,-4,--,--,--,--,--,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Pardubice HC,Czech,47,20,28,48,44,14,7,1,9,10,4,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Pardubice HC,Czech,44,4,23,27,12,8,16,2,3,5,18,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Znojemsti Excalibur Orli,Czech,43,9,14,23,26,6,11,4,4,8,4,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Znojemsti Excalibur Orli,Czech,48,14,14,28,62,8,10,2,2,4,26,Jiri Dopita,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
