Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
1999-00,Drummondville Voltigeurs,QMJHL,28,NA,0,NA,0,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,1525,106,0,0,4.17,12,12,2,782,0.864
1999-00,Hull Olympiques,QMJHL,17,NA,0,NA,23,NA,15,NA,0,NA,0,Philippe Sauve,Goalie,992,57,0,0,3.45,9,7,1,589,0.903
2000-01,Hershey Bears,AHL,42,NA,1,NA,17,NA,3,NA,0,NA,2,Philippe Sauve,Goalie,2182,100,7,3,2.75,17,18,1,1063,0.914
2001-02,Hershey Bears,AHL,55,NA,0,NA,34,NA,8,NA,0,NA,6,Philippe Sauve,Goalie,3130,111,5,6,2.13,25,20,6,1426,0.928
2002-03,Hershey Bears,AHL,60,NA,3,NA,8,NA,5,NA,0,NA,0,Philippe Sauve,Goalie,3394,134,8,5,2.37,26,20,12,1483,0.917
2003-04,Colorado Avalanche,NHL,17,NA,0,NA,2,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,986,50,2,0,3.04,7,7,3,429,0.896
2003-04,Hershey Bears,AHL,10,NA,0,NA,4,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,578,25,0,2,2.59,3,7,0,252,0.910
2004-05,Mississippi Sea Wolves,ECHL,21,NA,1,NA,4,NA,4,NA,0,NA,0,Philippe Sauve,Goalie,1297,56,2,2,2.59,13,4,4,668,0.923
2005-06,Calgary Flames,NHL,8,NA,0,NA,21,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,402,22,0,0,3.28,3,3,0,180,0.891
2005-06,Phoenix Coyotes,NHL,5,NA,0,NA,0,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,187,17,1,0,5.46,0,4,0,111,0.867
2006-07,San Antonio Rampage,AHL,10,NA,0,NA,0,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,536,34,0,0,3.80,4,5,0,257,0.883
2006-07,Providence Bruins,AHL,23,NA,0,NA,2,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,1292,61,3,1,2.83,10,11,1,492,0.890
2006-07,Boston Bruins,NHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,41,4,0,0,5.80,,,,19,0.826
2006-07,Hamilton Bulldogs,AHL,6,NA,1,NA,0,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,325,13,0,1,2.40,2,3,0,141,0.916
2007-08,Iowa Stars,AHL,12,NA,0,NA,4,NA,-,NA,-,NA,-,Philippe Sauve,Goalie,550,39,0,0,4.25,5,5,0,230,0.855
2007-08,Hamburg Freezers,DEL,13,NA,0,NA,0,NA,7,NA,0,NA,0,Philippe Sauve,Goalie,782,38,0,0,2.91,9,3,0,360,0.905
1995-96,Ajax Axemen,OPJHL,3,0,0,0,2,--,,,,,,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Quinte Hawks,MetJHL,48,4,16,20,241,--,,,,,,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,London Knights,OHL,55,0,9,9,205,--,16,0,5,5,25,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,London Knights,OHL,57,8,12,20,208,21,25,5,10,15,38,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,London Knights,OHL,58,12,31,43,177,-17,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Utah Grizzlies,IHL,77,1,8,9,284,-7,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Dallas Stars,NHL,33,0,1,1,62,-8,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Utah Grizzlies,AHL,39,2,6,8,118,1,3,0,0,0,10,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Dallas Stars,NHL,16,2,0,2,29,1,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Utah Grizzlies,AHL,52,2,8,10,274,2,1,0,1,1,15,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Dallas Stars,NHL,32,0,1,1,84,-9,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Utah Grizzlies,AHL,5,0,0,0,18,0,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Houston Aeros,AHL,61,3,7,10,238,-5,5,0,1,1,20,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Dallas Stars,NHL,26,0,0,0,62,-3,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Iowa Stars,AHL,3,0,0,0,6,2,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,New York Islanders,NHL,34,1,0,1,99,-12,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Washington Capitals,NHL,29,1,6,7,69,-13,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Hershey Bears,AHL,4,0,2,2,9,2,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Washington Capitals,NHL,51,2,7,9,96,1,7,0,2,2,6,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Washington Capitals,NHL,52,0,4,4,63,1,12,0,1,1,16,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Washington Capitals,NHL,50,1,5,6,66,16,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Washington Capitals,NHL,73,4,7,11,94,1,9,1,1,2,6,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Washington Capitals,NHL,28,0,2,2,51,3,4,0,1,1,0,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Washington Capitals,NHL,30,3,3,6,34,10,7,0,1,1,4,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Washington Capitals,NHL,37,1,3,4,56,-5,--,--,--,--,--,John Erskine,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Granby Predateurs,QMJHL,70,7,14,21,106,--,5,0,0,0,5,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Cape Breton Screaming Eagles,QMJHL,69,34,42,76,194,--,4,0,0,0,16,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Cape Breton Screaming Eagles,QMJHL,25,8,22,30,60,3,--,--,--,--,--,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Rouyn-Noranda Huskies,QMJHL,38,7,25,32,87,4,11,3,5,8,14,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Montreal Rocket,QMJHL,54,34,47,81,70,15,5,1,1,2,20,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Manitoba Moose,IHL,3,0,1,1,2,0,--,--,--,--,--,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Florida Everblades,ECHL,69,22,18,40,55,6,5,0,1,1,2,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Arkansas RiverBlades,ECHL,8,0,0,0,6,-1,--,--,--,--,--,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Jackson Bandits,ECHL,60,16,21,37,58,-8,9,1,0,1,13,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Jackson Bandits,ECHL,10,0,4,4,19,-4,--,--,--,--,--,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Charlotte Checkers,ECHL,7,0,0,0,0,-4,--,--,--,--,--,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Peoria Rivermen,ECHL,34,15,13,28,36,18,--,--,--,--,--,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Columbus Cottonmouths,ECHL,16,7,5,12,6,4,--,--,--,--,--,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Laval Chiefs,LNAH,2,0,0,0,0,--,,,,,,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Saguenay Fjord,LNAH,20,10,9,19,10,--,,,,,,Randy Copley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Plymouth Whalers,OHL,21,0,3,3,19,0,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Windsor Spitfires,OHL,19,1,2,3,14,-4,3,0,1,1,0,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Windsor Spitfires,OHL,6,1,0,1,21,0,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,London Knights,OHL,55,0,10,10,65,0,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Worcester IceCats,AHL,2,0,0,0,2,1,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Rockford IceHogs,UHL,5,0,0,0,10,0,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Muskegon Fury,UHL,41,3,4,7,43,-2,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,CSKA Moscow,Russia,2,0,0,0,2,--,,,,,,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Dayton Bombers,ECHL,2,0,0,0,0,0,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Arkansas RiverBlades,ECHL,23,0,2,2,28,-13,3,0,0,0,0,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Trenton Titans,ECHL,3,0,1,1,6,-1,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Nizhny Novgorod Torpedo,Russia,2,0,0,0,2,--,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Olds Grizzlys,AJHL,5,0,0,0,8,--,,,,,,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Seattle Thunderbirds,WHL,71,1,11,12,241,--,5,0,0,0,16,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Seattle Thunderbirds,WHL,70,4,26,30,195,30,11,0,1,1,40,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Seattle Thunderbirds,WHL,70,3,15,18,183,15,7,1,1,2,12,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Trenton Titans,ECHL,17,2,2,4,24,-1,15,0,1,1,26,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Philadelphia Phantoms,AHL,56,2,10,12,107,9,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Philadelphia Phantoms,AHL,9,0,0,0,11,-2,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Trenton Titans,ECHL,14,1,1,2,49,7,3,0,0,0,4,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Milwaukee Admirals,AHL,28,2,4,6,56,6,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Milwaukee Admirals,AHL,64,2,10,12,130,7,6,0,1,1,12,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Houston Aeros,AHL,72,4,7,11,168,-7,2,0,0,0,7,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Pensacola Ice Pilots,ECHL,64,10,17,27,140,21,4,0,0,0,10,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Syracuse Crunch,AHL,5,0,0,0,6,0,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Grand Rapids Griffins,AHL,4,1,0,1,2,1,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Stockton Thunder,ECHL,63,5,16,21,111,2,6,1,0,1,6,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Fort Wayne Komets,IHL,8,0,2,2,15,7,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dresden Ice Lions,2.GBun,31,2,12,14,54,--,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Jesenice,Austria,39,1,5,6,91,-10,,,,,,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Jokerit Helsinki,SM-liiga,48,0,1,1,42,0,3,0,1,1,0,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Jokerit Helsinki,SM-liiga,49,1,6,7,46,11,11,1,1,2,2,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Phoenix Coyotes,NHL,81,4,12,16,90,9,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Phoenix Coyotes,NHL,76,2,12,14,74,6,5,0,0,0,6,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Phoenix Coyotes,NHL,67,2,7,9,82,1,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Phoenix Coyotes,NHL,67,2,4,6,87,-10,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Colorado Avalanche,NHL,12,0,0,0,2,-4,11,0,1,1,18,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Jokerit Helsinki,SM-liiga,28,2,2,4,30,6,12,0,0,0,26,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Colorado Avalanche,NHL,53,0,4,4,56,10,1,0,0,0,0,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Colorado Avalanche,NHL,74,2,6,8,69,6,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Djurgardens IF Stockholm,SEL,45,7,8,15,102,12,5,0,0,0,2,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Philadelphia Flyers,NHL,46,1,9,10,22,7,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Vancouver Canucks,NHL,3,0,1,1,0,1,3,0,0,0,2,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Minsk Dynamo,KHL,52,0,6,6,76,-10,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Jokerit Helsinki,SM-liiga,60,2,11,13,79,9,,,,,,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Jokerit Helsinki,SM-liiga,57,5,16,21,98,11,10,1,2,3,8,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Jokerit Helsinki,SM-liiga,53,2,11,13,61,6,6,0,3,3,6,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Jokerit Helsinki,SM-liiga,44,1,4,5,24,11,2,0,0,0,0,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Jokerit Helsinki,KHL,44,0,6,6,60,-6,10,0,1,1,33,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Jokerit Helsinki,KHL,6,0,0,0,2,0,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Peterborough Bees,OPJHL,51,26,30,56,33,--,,,,,,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Sudbury Wolves,OHL,66,24,25,49,65,--,9,2,2,4,13,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Sudbury Wolves,OHL,68,41,65,106,55,10,4,2,1,3,4,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Ottawa Senators,NHL,32,4,5,9,15,-6,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Ottawa Senators,NHL,60,7,12,19,46,-1,4,0,1,1,4,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Ottawa Senators,NHL,58,15,9,24,55,8,10,2,1,3,0,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Ottawa Senators,NHL,74,18,20,38,54,13,18,2,2,4,16,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Ottawa Senators,NHL,24,4,6,10,39,-3,7,1,0,1,4,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Zug EV,Swiss-A,21,9,18,27,32,--,9,2,3,5,10,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Ottawa Senators,NHL,68,22,22,44,64,23,10,2,2,4,12,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Ottawa Senators,NHL,68,22,26,48,41,15,20,5,5,10,24,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Ottawa Senators,NHL,79,23,24,47,82,-10,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Ottawa Senators,NHL,78,13,19,32,66,0,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Ottawa Senators,NHL,79,25,28,53,59,1,6,2,3,5,6,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Ottawa Senators,NHL,55,14,10,24,33,-19,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Nashville Predators,NHL,27,5,7,12,10,2,12,3,4,7,11,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Nashville Predators,NHL,72,24,27,51,33,11,10,1,3,4,8,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Nashville Predators,NHL,38,10,11,21,27,6,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Nashville Predators,NHL,75,20,29,49,60,-4,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Nashville Predators,NHL,59,19,20,39,39,4,3,0,1,1,0,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Nashville Predators,NHL,70,13,10,23,29,-14,14,5,2,7,2,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Nashville Predators,NHL,72,18,24,42,55,1,20,0,4,4,2,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Nashville Predators,NHL,16,2,2,4,8,0,12,1,0,1,2,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Rouyn-Noranda Huskies,QMJHL,67,40,85,125,55,--,6,3,1,4,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Rouyn-Noranda Huskies,QMJHL,69,67,100,167,137,50,11,5,11,16,12,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Fredericton Canadiens,AHL,--,--,--,--,--,--,5,0,1,1,2,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Rouyn-Noranda Huskies,QMJHL,2,1,3,4,0,2,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Quebec Remparts,QMJHL,21,17,28,45,30,17,11,3,20,23,38,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Quebec Citadelles,AHL,3,0,0,0,2,-8,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Montreal Canadiens,NHL,19,1,1,2,2,-6,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Montreal Canadiens,NHL,2,0,0,0,2,0,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Quebec Citadelles,AHL,74,26,40,66,44,-5,9,1,5,6,23,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Montreal Canadiens,NHL,43,8,10,18,12,-11,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Quebec Citadelles,AHL,23,9,14,23,36,7,3,0,3,3,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Montreal Canadiens,NHL,52,5,12,17,6,-3,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Hamilton Bulldogs,AHL,3,0,1,1,0,1,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Montreal Canadiens,NHL,81,20,45,65,34,15,11,2,1,3,18,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Blues,SM-liiga,17,8,9,17,4,7,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Montreal Canadiens,NHL,79,16,35,51,36,-6,6,0,2,2,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Dallas Stars,NHL,81,18,41,59,22,3,7,0,3,3,4,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Dallas Stars,NHL,76,27,56,83,46,21,18,3,14,17,16,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dallas Stars,NHL,82,22,56,78,52,-4,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Dallas Stars,NHL,66,19,34,53,38,-5,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Dallas Stars,NHL,82,19,52,71,28,-4,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Dallas Stars,NHL,74,18,45,63,66,5,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Washington Capitals,NHL,48,13,36,49,53,-4,7,1,1,2,10,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Phoenix Coyotes,NHL,80,16,31,47,52,-13,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Nashville Predators,NHL,82,15,47,62,52,11,6,1,4,5,4,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Nashville Predators,NHL,81,7,43,50,62,11,12,0,2,2,16,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Nashville Predators,NHL,46,4,21,25,14,-5,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Milwaukee Admirals,AHL,28,5,21,26,18,-6,3,0,3,3,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Ottawa Jr. Senators,CJHL,52,31,19,50,51,--,,,,,,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Belleville Bulls,OHL,50,10,32,42,32,--,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Belleville Bulls,OHL,66,41,53,94,34,--,10,5,9,14,6,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Belleville Bulls,OHL,68,52,47,99,28,40,21,21,30,51,20,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Belleville Bulls,OHL,60,40,36,76,52,18,16,4,12,16,16,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Worcester IceCats,AHL,43,7,22,29,33,6,11,7,3,10,8,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,St. Louis Blues,NHL,1,0,0,0,0,-2,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Worcester IceCats,AHL,75,38,38,76,86,6,3,1,2,3,4,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Worcester IceCats,AHL,44,21,17,38,42,2,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
